# Program:featureCounts v2.0.6; Command:"featureCounts" "-T" "8" "-s" "2" "-p" "-t" "transcript" "-g" "gene_id" "--countReadPairs" "-a" "referenceGenome/refgene/hg38.refGene.gtf" "-o" "./counts_matrix.txt" "LOAD/final_alignments/SRR19243439.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243440.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243441.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243442.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243443.Aligned.sortedByCoord.out.bam" "LOAD/final_alignments/SRR19243444.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243478.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243479.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243480.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243481.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243482.Aligned.sortedByCoord.out.bam" "WT/final_alignments/SRR19243483.Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	LOAD/final_alignments/SRR19243439.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243440.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243441.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243442.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243443.Aligned.sortedByCoord.out.bam	LOAD/final_alignments/SRR19243444.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243478.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243479.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243480.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243481.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243482.Aligned.sortedByCoord.out.bam	WT/final_alignments/SRR19243483.Aligned.sortedByCoord.out.bam
NELFCD	chr20	58981256	58995113	+	13858	324	631	282	362	262	232	398	284	448	417	445	456
HINFP	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	119121523;119121523;119121523;119121580;119121580;119121580;119121580;119121580;119121580;119121580;119121580;119121580;119121580;119121580;119121580;119121580;119121580	119135055;119135055;119135055;119136056;119136056;119136056;119136056;119136056;119136056;119136056;119136056;119136056;119136056;119136056;119136056;119136056;119136056	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	14534	240	518	214	214	211	241	301	217	389	290	256	373
PLEKHH3	chr17;chr17;chr17	42667915;42667915;42667915	42676994;42676011;42676994	-;-;-	9080	172	399	212	219	167	174	255	206	228	230	227	298
KIR3DL2	chr19;chr19;chr19_GL949750v2_alt;chr19_GL949750v2_alt;chr19_KI270931v1_alt;chr19_KI270931v1_alt;chr19_KV575256v1_alt;chr19_KV575256v1_alt;chr19_KV575246v1_alt;chr19_KV575246v1_alt;chr19_KI270917v1_alt;chr19_KI270917v1_alt;chr19_GL000209v2_alt;chr19_GL000209v2_alt;chr19_GL949747v2_alt;chr19_GL949747v2_alt;chr19_KI270890v1_alt;chr19_KI270890v1_alt;chr19_KI270891v1_alt;chr19_KI270891v1_alt;chr19_KI270930v1_alt;chr19_KI270930v1_alt;chr19_KI270883v1_alt;chr19_KI270883v1_alt;chr19_KI270884v1_alt;chr19_KI270884v1_alt;chr19_KI270885v1_alt;chr19_KI270885v1_alt;chr19_KI270938v1_alt;chr19_KI270938v1_alt;chr19_KI270920v1_alt;chr19_KI270920v1_alt;chr19_KV575253v1_alt;chr19_KV575253v1_alt;chr19_KI270914v1_alt;chr19_KI270914v1_alt;chr19_KI270915v1_alt;chr19_KI270915v1_alt;chr19_KI270916v1_alt;chr19_KI270916v1_alt;chr19_KI270923v1_alt;chr19_KI270923v1_alt;chr19_GL949748v2_alt;chr19_GL949748v2_alt;chr19_KI270921v1_alt;chr19_KI270921v1_alt;chr19_KV575249v1_alt;chr19_KV575249v1_alt;chr19_KI270886v1_alt;chr19_KI270886v1_alt;chr19_KI270887v1_alt;chr19_KI270887v1_alt;chr19_KV575257v1_alt;chr19_KV575257v1_alt;chr19_KV575258v1_alt;chr19_KV575258v1_alt;chr19_KV575259v1_alt;chr19_KV575259v1_alt;chr19_KV575260v1_alt;chr19_KV575260v1_alt;chr19_GL949751v2_alt;chr19_GL949751v2_alt;chr19_KI270922v1_alt;chr19_KI270922v1_alt;chr19_KV575250v1_alt;chr19_KV575250v1_alt;chr19_KI270929v1_alt;chr19_KI270929v1_alt;chr19_GL949752v1_alt;chr19_GL949752v1_alt;chr19_KI270882v1_alt;chr19_KI270882v1_alt;chr19_KV575251v1_alt;chr19_KV575251v1_alt;chr19_KV575252v1_alt;chr19_KV575252v1_alt;chr19_KI270933v1_alt;chr19_KI270933v1_alt;chr19_KI270932v1_alt;chr19_KI270932v1_alt;chr19_KI270888v1_alt;chr19_KI270888v1_alt;chr19_KI270889v1_alt;chr19_KI270889v1_alt;chr19_KV575248v1_alt;chr19_KV575248v1_alt;chr19_KV575247v1_alt;chr19_KV575247v1_alt;chr19_KI270919v1_alt;chr19_KI270919v1_alt;chr19_KV575255v1_alt;chr19_KV575255v1_alt	54850443;54850443;832361;832361;2207;2207;209643;209643;151886;151886;129409;129409;2842;6057;495695;495695;1839;1839;1850;1850;1850;1850;1584;1584;2033;2033;2159;2159;833012;833012;136461;136461;152038;152038;3035;3036;1850;1850;2092;2092;127809;127809;830321;830321;220660;220660;284847;284847;2957;2958;13980;13980;26094;26094;44779;44779;152069;152069;138433;138433;769011;769011;126387;126387;179497;179497;124676;124676;754833;754833;8305;8305;152093;152093;151039;151039;1850;1850;2185;2185;1723;1723;1850;1850;152076;152076;152086;152086;1851;1851;152076;152076	54867207;54867207;849147;849147;18974;18974;215140;218355;157364;160579;146154;146154;11554;11554;512481;512481;18625;18625;18614;18614;18618;18618;18370;18370;18765;18765;18909;18909;849776;849776;153231;153231;157531;160747;8532;8532;18600;18600;18878;18878;144573;144573;839009;835792;237446;237446;290344;293522;8392;8392;30766;30766;88331;88331;61569;61569;168819;168819;143903;143904;785797;785797;143157;143157;196283;196283;141426;141426;771582;771582;25091;25091;157551;157552;167809;167809;18614;18614;18971;18971;18474;18474;18600;18600;168078;168078;168847;168847;18639;18639;157573;160788	+;+;+;+;-;-;+;+;+;+;+;+;-;-;+;+;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+;+;+;+;-;-;-;-;-;-;+;+;+;+;+;+;+;+;-;-;-;-;+;+;-;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;-;+;+;+;+;-;-;-;-;-;-;-;-;+;+;+;+;-;-;+;+	714425	0	0	0	0	0	0	0	0	0	0	0	0
C1orf216	chr1;chr1	35713876;35713877	35716911;35718884	-;-	5009	354	1416	616	312	276	360	411	519	1436	574	437	772
DCTN2	chr12;chr12;chr12;chr12;chr12;chr12;chr12;chr12	57530050;57530050;57530050;57530050;57530050;57530050;57530050;57530050	57547331;57547331;57547331;57546859;57547331;57547331;57547331;57547331	-;-;-;-;-;-;-;-	17282	669	1772	735	553	399	444	648	697	1896	805	727	1051
STMN4	chr8;chr8;chr8;chr8	27235308;27235308;27235308;27235308	27258404;27258404;27258404;27258404	-;-;-;-	23097	1004	2752	624	377	713	681	947	1278	2048	1203	1266	1895
PRMT5	chr14;chr14;chr14;chr14;chr14;chr14	22920529;22920529;22920529;22920529;22920529;22920529	22929376;22929376;22929376;22929376;22929376;22929376	-;-;-;-;-;-	8848	180	341	158	157	108	101	193	141	390	181	174	249
PRKAA1	chr5;chr5;chr5;chr5;chr5;chr5;chr5;chr5	40759379;40759379;40759389;40759389;40759389;40759389;40759389;40768385	40798195;40798195;40798177;40798177;40798177;40798177;40798177;40798195	-;-;-;-;-;-;-;-	38817	472	483	379	381	305	250	523	354	810	468	448	441
VMO1	chr17;chr17;chr17;chr17	4785285;4785285;4785285;4785285	4786364;4786364;4786364;4786364	-;-;-;-	1080	7	15	7	3	4	5	11	4	18	9	9	12
HK3	chr5	176880869	176899346	-	18478	24	30	28	68	17	20	62	11	13	53	25	53
PAX6	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31784792;31793205	31811121;31803673;31811322;31811121;31811322;31803673;31804059;31803673;31812203;31817961;31811121;31807622;31803673;31811322;31811121;31811121;31817961;31811121;31811322;31817961;31811322;31811322;31811322;31811121;31812038;31811322;31811121;31811322;31817961;31811121;31806001;31807622;31800661;31803673;31811121;31811121;31812720;31811121;31809959;31812038;31817961;31811353;31804237;31811353;31817961;31803673;31811121;31811353;31812342;31812183;31805041;31804059;31806925	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	33170	232	272	197	543	171	100	278	103	167	134	237	523
HDLBP	chr2;chr2;chr2;chr2;chr2;chr2	241227264;241227264;241227264;241227264;241227264;241227264	241315230;241271965;241272834;241272834;241315842;241272886	-;-;-;-;-;-	88579	2566	4632	2723	2357	1693	2085	2919	1991	4205	2554	2662	3586
RECQL5	chr17;chr17;chr17	75626854;75648863;75649691	75667154;75667154;75667154	-;-;-	40301	499	889	380	392	392	460	589	470	555	610	702	764
SUPT5H	chr19;chr19;chr19;chr19;chr19;chr19	39445546;39445582;39445582;39445582;39445582;39445648	39476668;39476668;39476668;39476668;39476668;39476668	+;+;+;+;+;+	31123	994	2407	1168	846	779	689	1208	1028	1994	1044	1208	1498
CREM	chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10;chr10	35126841;35127001;35127001;35127001;35127001;35127001;35127001;35127227;35127457;35137782;35137782;35167539;35167564;35167564;35167564;35175587;35175593;35175593;35175593;35195127;35195127;35195133;35195133;35195133;35195133;35195850;35195850;35195902;35195902;35195902;35195902	35179847;35212953;35212953;35212953;35212953;35212953;35212953;35212953;35212958;35212958;35212958;35179847;35212953;35212953;35212953;35179847;35212953;35212953;35212953;35210750;35210750;35212953;35212953;35212953;35212953;35212958;35212958;35212953;35212953;35212953;35212953	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	86118	516	580	575	991	328	357	551	357	485	577	591	980
CNTNAP5	chr2;chr2	124025287;124025287	124921218;124921218	+;+	895932	14407	23383	10071	6919	11835	13201	11293	11349	20217	21352	12878	16502
ATG13	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276;46617276	46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018;46676018	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	58743	1338	2195	1317	1203	1196	1075	1512	1375	2027	1444	1612	1746
CNEP1R1	chr16;chr16;chr16;chr16	50025206;50025206;50025206;50025206	50037088;50037088;50037088;50037088	+;+;+;+	11883	120	135	125	109	53	78	117	72	218	153	125	165
ZNF560	chr19;chr19	9466355;9466355	9498616;9498616	-;-	32262	2	3	1	0	3	1	2	3	0	2	4	3
TSPAN15	chr10;chr10;chr10	69451465;69451467;69451467	69507666;69507669;69507669	+;+;+	56205	433	514	717	662	409	599	577	293	458	730	835	761
SH3D21	chr1;chr1	36306368;36307107	36321347;36321347	+;+	14980	238	583	172	100	229	251	284	265	275	273	336	383
EPB41L3	chr18;chr18;chr18;chr18;chr18	5392276;5392276;5392276;5392381;5392381	5544339;5543997;5543997;5628991;5540556	-;-;-;-;-	236716	3121	7016	3803	2375	2315	3331	3157	2813	5831	4537	3359	4828
MAPT	chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17;chr17_GL000258v2_alt;chr17_GL000258v2_alt;chr17_GL000258v2_alt;chr17_GL000258v2_alt;chr17_GL000258v2_alt;chr17_GL000258v2_alt;chr17_GL000258v2_alt;chr17_GL000258v2_alt;chr17_KI270908v1_alt;chr17_KI270908v1_alt;chr17_KI270908v1_alt;chr17_KI270908v1_alt;chr17_KI270908v1_alt;chr17_KI270908v1_alt;chr17_KI270908v1_alt;chr17_KI270908v1_alt	45894382;45894382;45894382;45894382;45894382;45894554;45894554;45894554;760288;760288;760288;760288;760288;760288;760288;760288;596513;596513;596513;596513;596513;596685;596685;596685	46028333;46028333;46028333;46028333;46028333;46028333;46028333;46028333;893665;893837;893837;893837;893665;893837;893665;893837;730445;730445;730445;730445;730445;730445;730445;730445	+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;+;+;+;+;+;+;+;+	401435	2274	3598	1980	374	326	434	2270	272	4545	385	2625	390
SNORA63C	chr1	36418448	36418578	-	131	0	0	0	0	0	0	0	0	0	0	0	0
CCDC186	chr10;chr10;chr10;chr10	114120862;114120862;114120862;114161608	114174220;114174203;114174220;114174220	-;-;-;-	53359	724	882	662	499	778	714	821	499	1174	809	701	862
OSBPL9	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	51617092;51617092;51617092;51617092;51617092;51617092;51617092;51729850;51729850;51729850;51729850;51729850	51789219;51789219;51789219;51789219;51789219;51789219;51789219;51789219;51789219;51789219;51789219;51789219	+;+;+;+;+;+;+;+;+;+;+;+	172128	1285	1716	1381	1638	740	906	1477	946	1704	1940	1433	2073
ARRB1	chr11;chr11	75260122;75260122	75351661;75351661	-;-	91540	4659	6105	4277	4027	3578	4634	4265	3154	4464	4401	4100	4666
ZNF774	chr15	90352284	90362847	+	10564	110	245	98	90	145	131	128	131	157	135	149	155
MYOM2	chr8;chr8_KI270821v1_alt	2045046;228371	2145456;328590	+;+	200631	161	248	75	57	84	83	66	60	104	60	76	119
TECPR2	chr14;chr14	102362941;102362941	102465649;102502474	+;+	139534	2285	3626	1800	1871	2135	1710	2886	2422	2636	2389	2820	2652
MIR4255	chr1	37161563	37161634	+	72	0	0	0	0	0	0	0	0	0	0	0	0
LINC01137	chr1	37454879	37474443	-	19565	121	172	67	88	108	97	102	63	123	134	162	137
MIER3	chr5;chr5;chr5	56919602;56919602;56919602	56952130;56952130;56952130	-;-;-	32529	296	382	336	354	196	216	326	173	518	341	276	411
TNXB	chr6;chr6;chr6;chr6;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000252v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000254v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000251v2_alt;chr6_GL000253v2_alt;chr6_GL000253v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000255v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt;chr6_GL000256v2_alt	32008420;32041153;32041153;32041155;3256195;3282561;3282561;3282563;3350456;3383186;3383186;3383188;3479475;3479475;3479477;3369799;3369799;3264388;3264388;3264390;3309609;3342340;3342340;3342342	32013273;32109338;32109338;32046128;3261048;3350704;3350704;3287537;3355309;3451358;3451358;3388161;3547671;3547671;3484450;3403209;3403209;3309325;3309325;3269363;3314462;3369633;3369633;3347315	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	397759	31	27	23	23	19	44	64	14	11	24	103	59
MIR6732	chr1	37480230	37480289	+	60	0	0	0	0	0	0	0	0	0	0	0	0
BCL6	chr3;chr3;chr3	187721377;187721381;187721381	187734907;187745468;187736501	-;-;-	24092	1319	980	1951	2597	773	702	1963	558	656	1528	1129	2966
LDB2	chr4;chr4;chr4;chr4;chr4	16501534;16501541;16501541;16501541;16750850	16898809;16898645;16898645;16898645;16898645	-;-;-;-;-	397276	10526	15502	12239	5239	5702	11215	7722	6375	11360	14436	8644	9840
CNN3	chr1;chr1;chr1	94896949;94896949;94896957	94925808;94927223;94927110	-;-;-	30275	1012	997	1079	1611	410	434	1230	388	871	991	1045	2094
MIR5581	chr1	37500935	37500994	-	60	0	0	0	0	0	0	0	0	0	0	0	0
SCAMP2	chr15;chr15	74843730;74843730	74873365;74873365	-;-	29636	485	622	439	570	325	388	467	279	421	489	457	678
GNL2	chr1;chr1;chr1	37566812;37566812;37566816	37595985;37595985;37595937	-;-;-	29174	185	258	136	149	110	121	194	141	335	179	204	246
TIPARP	chr3;chr3;chr3	156674590;156674926;156676664	156706768;156706768;156706768	+;+;+	32179	364	243	316	455	177	116	306	150	300	197	272	547
EGFL6	chrX;chrX	13569601;13569601	13633575;13633575	+;+	63975	5	24	2	1	9	12	1	9	48	10	4	23
LOC102725023	chr19;chr19_GL949753v2_alt;chr19_GL949749v2_alt;chr19_KI270931v1_alt;chr19_KV575256v1_alt;chr19_KV575256v1_alt;chr19_KV575246v1_alt;chr19_KI270918v1_alt;chr19_KI270917v1_alt;chr19_GL000209v2_alt;chr19_GL949747v2_alt;chr19_KI270890v1_alt;chr19_KI270891v1_alt;chr19_KI270930v1_alt;chr19_KI270883v1_alt;chr19_KI270884v1_alt;chr19_KI270885v1_alt;chr19_KI270938v1_alt;chr19_KI270920v1_alt;chr19_KV575253v1_alt;chr19_KI270914v1_alt;chr19_KI270915v1_alt;chr19_KI270916v1_alt;chr19_KI270923v1_alt;chr19_GL949748v2_alt;chr19_KI270921v1_alt;chr19_KI270921v1_alt;chr19_KV575249v1_alt;chr19_KI270886v1_alt;chr19_KI270887v1_alt;chr19_GL949746v1_alt;chr19_KV575257v1_alt;chr19_KV575258v1_alt;chr19_KV575259v1_alt;chr19_KV575260v1_alt;chr19_GL949751v2_alt;chr19_KI270922v1_alt;chr19_KV575250v1_alt;chr19_KI270929v1_alt;chr19_GL949752v1_alt;chr19_KI270882v1_alt;chr19_KI270882v1_alt;chr19_KV575251v1_alt;chr19_KV575252v1_alt;chr19_KI270933v1_alt;chr19_KI270932v1_alt;chr19_KI270888v1_alt;chr19_KI270889v1_alt;chr19_KV575254v1_alt;chr19_KV575248v1_alt;chr19_KV575247v1_alt;chr19_KI270919v1_alt;chr19_KV575255v1_alt	54738546;464587;827291;21472;70212;176529;40175;26127;17468;30510;462405;37581;21113;118204;20866;103206;21408;721125;25351;40132;106608;21099;37834;45710;737442;81229;187546;146142;105825;49722;676510;40151;80533;26121;56333;721384;14481;146166;12721;642895;44047;150364;40134;40148;21114;117061;20973;21099;40133;40140;40167;21135;40168	54847943;478241;855792;130019;84369;190687;149386;115512;126911;44844;476739;51915;130550;132555;130274;116859;130854;830512;133961;149542;120898;130527;51992;125309;827822;95386;201704;160301;119982;63880;688682;53995;94868;149570;135933;766515;123886;160500;122177;752334;58205;164521;149594;53799;130363;131393;99198;130532;85267;149580;149586;130532;149580	+;+;+;-;+;+;+;+;+;-;+;-;-;-;-;-;-;+;+;+;-;-;-;+;+;+;+;+;-;-;+;+;-;+;+;+;+;+;+;+;-;-;+;+;-;-;-;-;+;+;+;-;+	3278486	0	0	0	0	0	0	0	0	0	0	0	0
B4GALNT2	chr17;chr17;chr17	49132460;49132769;49132769	49169989;49176838;49176838	+;+;+	44379	2	3	2	2	0	2	0	3	0	2	1	1
CHIA	chr1;chr1;chr1;chr1;chr1;chr1;chr1;chr1	111290851;111290851;111290851;111290851;111290851;111290851;111290851;111290851	111320563;111320563;111320563;111320563;111320563;111320563;111320563;111320563	+;+;+;+;+;+;+;+	29713	0	1	1	0	1	1	0	0	1	0	2	0
MR1	chr1;chr1;chr1;chr1;chr1	181033425;181033425;181033425;181033425;181033425	181061938;181061938;181061938;181061938;181061938	+;+;+;+;+	28514	118	94	32	111	62	49	103	61	98	68	101	153
BAG4	chr8;chr8	38176855;38176855	38213301;38213301	+;+	36447	341	664	481	325	255	359	383	352	964	472	437	533
BACH2	chr6;chr6;chr6_KV766194v1_fix;chr6_KV766194v1_fix	89926528;89926528;124216;124216	90296843;90296908;136040;136040	-;-;-;-	382206	2012	3169	2014	1906	1197	1545	1774	1823	2906	2856	2104	2780
DNAJB2	chr2;chr2	219279366;219279366	219286895;219286895	+;+	7530	1389	3164	1418	2382	1299	1541	1757	1350	2210	2549	1779	3961
TNFRSF11A	chr18;chr18;chr18;chr18;chr18	62325287;62325287;62325310;62325310;62325310	62387710;62387710;62391285;62391285;62391285	+;+;+;+;+	65999	77	88	51	33	37	43	56	48	85	50	63	107
C19orf48	chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19;chr19	50797693;50797693;50797693;50797693;50797693;50797693;50797693;50797693;50797693;50797704	50804853;50804853;50804853;50804853;50804853;50804853;50804853;50804853;50804853;50804594	-;-;-;-;-;-;-;-;-;-	7161	83	121	31	47	73	60	107	79	85	100	127	112
GPR135	chr14	59460759	59465380	-	4622	133	216	160	134	119	138	194	121	189	197	176	220
CLEC7A	chr12;chr12;chr12;chr12;chr12;chr12;chr12	10116781;10116781;10116781;10116781;10116781;10116781;10127323	10130199;10130199;10130199;10130199;10130199;10130199;10130199	-;-;-;-;-;-;-	13419	50	31	20	30	13	5	41	12	89	32	30	64
NDST4	chr4	114827771	115113620	-	285850	32	46	17	13	10	20	11	8	25	13	21	12
GPRASP2	chrX;chrX;chrX;chrX;chrX	102712176;102712176;102712448;102712448;102712448	102717733;102717733;102717733;102717733;102717733	+;+;+;+;+	5558	0	0	0	0	0	0	0	0	0	0	0	0
SLC12A1	chr15;chr15	48206302;48206302	48304078;48304078	+;+	97777	45	71	54	19	42	46	46	42	83	62	37	62
ZNF124	chr1;chr1;chr1;chr1;chr1	247121975;247138145;247154989;247154989;247154989	247172017;247172017;247172017;247172017;247172017	-;-;-;-;-	50043	351	441	407	402	286	338	397	254	396	426	305	481
AKR1C1	chr10	4963415	4983282	+	19868	133	183	108	142	94	62	182	158	142	94	108	181
DBP	chr19	48630030	48637379	-	7350	215	659	210	220	267	238	227	333	610	292	242	365
DAZL	chr3;chr3	16586794;16586794	16604790;16605423	-;-	18630	0	0	0	0	0	0	0	0	0	0	0	1
CDKL1	chr14;chr14;chr14;chr14	50326266;50326266;50326266;50331926	50396881;50397298;50396881;50397298	-;-;-;-	71033	1018	1306	1488	874	580	936	783	588	775	931	695	1025
TNFRSF18	chr1;chr1;chr1	1203508;1203508;1203508	1206592;1206592;1206592	-;-;-	3085	5	12	8	2	5	9	3	5	11	5	1	15
EPHA10	chr1;chr1	37715976;37760273	37765120;37765152	-;-	49177	405	1217	235	235	298	396	349	431	481	400	611	592
MANEAL	chr1;chr1;chr1	37794102;37794102;37795488	37801606;37801606;37801606	+;+;+	7505	136	266	88	103	121	114	135	134	290	150	162	225
P2RX5	chr17;chr17;chr17;chr17	3673228;3673228;3673228;3673228	3696155;3696155;3696155;3696155	-;-;-;-	22928	0	0	0	0	0	0	0	0	0	0	0	0
C9orf72	chr9;chr9;chr9	27546546;27546546;27560424	27573866;27573481;27573866	-;-;-	27321	395	522	320	368	207	228	353	229	670	465	317	538
GART	chr21;chr21;chr21;chr21;chr21_GL383581v2_alt;chr21_GL383581v2_alt;chr21_GL383581v2_alt	33503931;33503931;33503933;33524010;108061;108061;108063	33542889;33542892;33542117;33542117;115590;115590;115590	-;-;-;-;-;-;-	46492	223	371	221	220	154	118	266	210	429	219	251	267
USP28	chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11;chr11	113797875;113797875;113797875;113797875;113797875;113797875;113797875;113797875;113797875;113797875;113797875;113797875;113797875;113797875;113797875;113797875;113797875;113797875;113797875;113797875;113797875;113813756	113875572;113875572;113875572;113875572;113875572;113875572;113875572;113875572;113875572;113875572;113875572;113875572;113875572;113875572;113875572;113875572;113875572;113875572;113875572;113875572;113875572;113875572	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	77698	651	1076	685	412	550	596	626	625	862	854	722	938
PSD3	chr8;chr8;chr8	18527303;18527303;18527303	19013703;18808867;18887057	-;-;-	486401	5043	8451	4827	6253	3780	3575	5295	3376	8053	6521	6018	7388
PIAS1	chr15;chr15	68054179;68054576	68191466;68191466	+;+	137288	1800	2053	1713	1636	859	975	1685	1023	2285	1948	1561	2034
GNAS	chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20;chr20	58839748;58841620;58852981;58852981;58852981;58888413;58889180;58891421;58891421;58891421;58891421;58891421;58892163	58911188;58911188;58911196;58911196;58900499;58900499;58911188;58911188;58911188;58911188;58900499;58911188;58900499	+;+;+;+;+;+;+;+;+;+;+;+;+	71449	4059	14824	6409	3792	3055	4239	4377	5469	16082	6304	4123	8679
AGAP6	chr10;chr10	49988318;49988318	50010499;50010516	+;+	22199	0	0	0	0	0	0	0	0	0	0	0	0
ITGAX	chr16;chr16	31355176;31355176	31382999;31382999	+;+	27824	191	251	124	141	159	158	152	86	256	135	170	228
SLMAP	chr3;chr3;chr3;chr3;chr3;chr3;chr3	57757256;57757256;57757256;57889914;57889914;57890002;57890002	57930016;57930016;57930016;57930016;57918482;57930003;57930003	+;+;+;+;+;+;+	172761	1451	2094	1642	1482	1051	1234	1396	1175	2003	1739	1483	1960
TCL1B	chr14	95686426	95692628	+	6203	0	0	2	0	1	0	1	0	0	0	0	0
C1QTNF6	chr22;chr22;chr22	37180166;37180166;37180166	37188247;37188247;37199423	-;-;-	19258	136	190	170	258	113	142	157	75	152	249	160	221
PPP4R3B	chr2;chr2;chr2	55547292;55547292;55547292	55617622;55617622;55617622	-;-;-	70331	1060	1248	1180	951	628	614	1183	711	1742	1068	848	1140
